type,duration,gross,country,budget,year
Residential,87,1276984.0,France,10000000.0,2000
Residential,98,1987762.0,USA,11000000.0,2011
Residential,96,1474508.0,USA,5000000.0,2009
Residential,104,1011054.0,Canada,10000000.0,2003
Residential,93,900926.0,USA,10000000.0,2007
Residential,95,866778.0,Hong Kong,10000000.0,2007
Residential,89,598645.0,UK,10000000.0,2002
Residential,107,578527.0,USA,10000000.0,2008
Industrial,85,488872.0,Hong Kong,10000000.0,2001
Residential,93,365734.0,USA,10000000.0,2003
Residential,101,231417.0,France,60000000.0,1997
Residential,103,3093491.0,USA,5000000.0,2014
Residential,111,228524.0,USA,4000000.0,2004
Residential,86,226792.0,UK,10000000.0,2001
Residential,90,136432.0,UK,5000000.0,2006
Residential,82,131617.0,USA,10000000.0,2005
Residential,83,126247.0,USA,6200000.0,1994
Residential,125,169379.0,Mexico,10000000.0,2013
Residential,86,15447.0,USA,10000000.0,1997
Residential,91,19348.0,USA,10000000.0,2009
Residential,90,100503.0,USA,8000000.0,2009
Residential,90,92900.0,USA,5000000.0,2009
Residential,93,5561.0,USA,10000000.0,2007
Residential,104,3607.0,Spain,10000000.0,2008
Residential,85,70527.0,USA,6500000.0,2004
Residential,81,11835.0,Iceland,10000000.0,2013
Residential,135,128486.0,South Korea,10000000.0,2008
Residential,144,2483955.0,USA,9600000.0,2005
Residential,98,57176582.0,USA,9500000.0,2000
Residential,117,43100000.0,UK,9500000.0,1967
Residential,127,225377.0,France,8900000.0,2012
Residential,98,14114488.0,USA,10500000.0,1988
Residential,197,46300000.0,USA,9400000.0,1963
Residential,104,2600000.0,UK,6000000.0,1995
Residential,90,1602466.0,India,600000000.0,2010
Residential,130,3029870.0,Denmark,7400000.0,2011
Residential,176,3047539.0,India,7217600.0,2012
Residential,116,78900000.0,UK,11000000.0,1979
Residential,88,30859000.0,USA,83532.0,1974
Residential,106,3571735.0,USA,10000000.0,2010
Residential,181,50000000.0,USA,9000000.0,1971
Residential,130,63600000.0,UK,9000000.0,1965
Residential,123,36049108.0,USA,9000000.0,1996
Residential,120,34074895.0,USA,9000000.0,1999
Residential,87,33244684.0,USA,9000000.0,1988
Residential,123,24530513.0,USA,9000000.0,2007
Residential,103,71519230.0,USA,9000000.0,2014
Residential,91,20035310.0,USA,9000000.0,2000
Residential,88,18225165.0,USA,9000000.0,2004
Residential,126,17804273.0,USA,20000000.0,2000
Residential,120,16938179.0,USA,8000000.0,2000
Residential,94,16235293.0,USA,9000000.0,2006
Residential,137,10161099.0,UK,9000000.0,1989
Residential,119,6047856.0,USA,8500000.0,2000
Residential,99,4681503.0,USA,9000000.0,2002
Residential,79,4350774.0,USA,8000000.0,1994
Residential,95,2955039.0,USA,9000000.0,2007
Residential,103,1530535.0,USA,9000000.0,2005
Residential,92,4881867.0,USA,9000000.0,2008
Residential,84,11860839.0,USA,9000000.0,2011
Residential,300,454255.0,Thailand,400000000.0,2001
Residential,120,349618.0,Italy,9000000.0,1990
Residential,121,112935.0,UK,9000000.0,2002
Residential,97,883887.0,USA,9000000.0,2009
Residential,86,13751.0,Australia,11400000.0,2006
Residential,45,145109.0,Denmark,45000000.0,2008
Residential,97,1046166.0,Germany,9000000.0,2005
Residential,93,174635000.0,Australia,8800000.0,1986
Residential,84,14373825.0,USA,8600000.0,2007
Residential,96,162.0,Thailand,9000000.0,2014
Residential,112,39462438.0,USA,7000000.0,2009
Residential,125,29200000.0,USA,8500000.0,1979
Residential,96,21564616.0,USA,8500000.0,2013
Residential,103,14879556.0,USA,8000000.0,1999
Residential,101,34017854.0,USA,8500000.0,2015
Residential,104,4273372.0,USA,22000000.0,2001
Residential,119,4440055.0,UK,8500000.0,2009
Residential,128,4018695.0,India,12000000.0,2010
Residential,107,80000000.0,USA,8200000.0,1984
Residential,106,6262942.0,USA,9000000.0,2013
Residential,126,1997807.0,USA,8000000.0,1999
Residential,126,90800000.0,USA,8000000.0,1984
Residential,150,140244.0,USA,8500000.0,2008
Residential,178,107930000.0,USA,8000000.0,1994
Residential,117,32279955.0,USA,8500000.0,2014
Residential,119,4992159.0,USA,8550000.0,2004
Residential,174,163214286.0,USA,8200000.0,1965
Residential,111,69800000.0,USA,8000000.0,1984
Residential,101,59889948.0,USA,8000000.0,2006
Residential,89,52287414.0,USA,8000000.0,1986
Residential,113,45063889.0,UK,8000000.0,2002
Residential,95,40066497.0,USA,8000000.0,2004
Residential,112,36500000.0,USA,8000000.0,1979
Residential,109,27362712.0,USA,8000000.0,2002
Residential,108,34746109.0,USA,8000000.0,1996
Residential,100,34963967.0,USA,8000000.0,2011
Residential,90,25926543.0,USA,8000000.0,2008
Residential,94,26049082.0,USA,8000000.0,2014
Residential,111,22551000.0,UK,8000000.0,1993
Residential,142,22800000.0,UK,7000000.0,1969
Residential,107,18090181.0,USA,8000000.0,1994
Residential,91,17843379.0,USA,8000000.0,1999
Residential,82,17278980.0,USA,8000000.0,1998
Residential,97,16699684.0,USA,8000000.0,2009
Residential,128,50815288.0,USA,50000000.0,2005
Residential,102,15047419.0,USA,7000000.0,2000
Residential,93,14015786.0,USA,5000000.0,2002
Residential,138,10269307.0,USA,8000000.0,2009
Residential,93,17536788.0,USA,8000000.0,2013
Residential,92,58401464.0,USA,8000000.0,2010
Industrial,92,8279017.0,UK,8000000.0,2000
Residential,104,10106233.0,USA,8000000.0,2011
Residential,89,4692814.0,USA,8000000.0,1999
Residential,92,5018450.0,USA,8000000.0,2000
Residential,90,3442820.0,USA,8000000.0,2015
Residential,129,3205244.0,UK,10000000.0,2010
Residential,111,3076425.0,France,8000000.0,2002
Residential,79,2275557.0,USA,8000000.0,1991
Residential,104,1789892.0,Germany,8000000.0,1998
Residential,101,6350058.0,USA,8000000.0,2010
Residential,113,1094798.0,UK,7200000.0,2010
Residential,92,1071240.0,UK,8000000.0,2007
Residential,106,532190.0,USA,8000000.0,1997
Residential,75,686383.0,France,6500000.0,2009
Residential,104,16168741.0,USA,8000000.0,2013
Residential,108,568695.0,USA,8000000.0,2005
Residential,99,398420.0,USA,8000000.0,2007
Residential,109,336456.0,USA,8000000.0,2003
Industrial,93,298110.0,Canada,8000000.0,2006
Residential,99,127144.0,USA,8000000.0,2005
Residential,98,117190.0,UK,8000000.0,2010
Residential,95,108662.0,USA,8000000.0,2008
Residential,107,53481.0,USA,8000000.0,2006
Residential,102,23106.0,Italy,50000000.0,2004
Residential,97,52961.0,Spain,8000000.0,2014
Residential,124,439162.0,Japan,1100000000.0,1988
Residential,90,671240.0,UK,7900000.0,2005
Residential,90,882290.0,Australia,10000000.0,1989
Residential,99,106593296.0,USA,7500000.0,1989
Residential,115,43490057.0,USA,7500000.0,1997
Residential,89,32333860.0,Hong Kong,7500000.0,1995
Residential,92,24792061.0,USA,6500000.0,2005
Residential,94,17544812.0,USA,10000000.0,2007
Residential,100,12574715.0,UK,4500000.0,2009
Residential,109,5100000.0,UK,7500000.0,1984
Residential,105,10460089.0,USA,7500000.0,2002
Residential,102,4239767.0,Canada,7500000.0,2002
Residential,97,4131640.0,USA,7500000.0,2008
Residential,118,3347439.0,USA,7500000.0,2004
Residential,92,10814185.0,USA,8000000.0,2009
Residential,103,206400.0,France,50000000.0,2001
Residential,93,197148.0,UK,7500000.0,2003
Residential,115,54557348.0,Germany,6500000.0,2004
Residential,113,3014541.0,UK,8000000.0,2011
Residential,153,872643.0,USA,6000000.0,2007
Residential,89,4443403.0,France,7300000.0,2007
Residential,118,1330827.0,France,7000000.0,2016
Residential,97,1818681.0,UK,7300000.0,2009
Residential,156,336530303.0,USA,258000000.0,2007
Residential,100,12610552.0,USA,7500000.0,1999
Residential,96,143492840.0,USA,7500000.0,2007
Residential,120,43800000.0,UK,7200000.0,1971
Residential,175,134821952.0,USA,6000000.0,1972
Residential,95,94900000.0,USA,4000000.0,1983
Residential,95,32391374.0,USA,7500000.0,2009
Residential,121,40158000.0,New Zealand,7000000.0,1993
Residential,110,113709992.0,USA,7000000.0,2012
Residential,96,32131483.0,USA,11000000.0,2003
Residential,121,35400000.0,UK,7000000.0,1973
Residential,95,34099640.0,USA,5000000.0,2000
Residential,112,37295394.0,USA,6600000.0,2011
Residential,143,144812796.0,Australia,105000000.0,2013
Industrial,93,31501218.0,USA,7500000.0,2005
Residential,110,28747570.0,Canada,7000000.0,2005
Residential,104,25625110.0,USA,7000000.0,1995
Residential,115,403932.0,UK,20000000.0,2000
Residential,119,25000000.0,USA,9000000.0,1976
Residential,125,21000000.0,UK,13000000.0,1974
Residential,96,20257000.0,USA,7000000.0,1988
Residential,100,26005908.0,UK,3500000.0,2005
Residential,89,15818967.0,USA,7000000.0,2014
Residential,92,14891000.0,USA,7000000.0,1996
Residential,109,16901126.0,USA,7000000.0,2005
Residential,103,17474107.0,USA,7000000.0,2015
Residential,95,14003141.0,USA,7000000.0,1999
Residential,143,304360277.0,UK,200000000.0,2012
Industrial,105,12583510.0,USA,7000000.0,2003
Residential,106,9190525.0,USA,7000000.0,2009
Residential,100,9176553.0,USA,7500000.0,2009
Residential,103,9094451.0,USA,7000000.0,1989
Residential,116,14612840.0,USA,7000000.0,2014
Residential,99,9166863.0,USA,7000000.0,2009
Residential,164,8373585.0,USA,7000000.0,1988
Residential,96,7292175.0,USA,7000000.0,1999
Residential,122,6601079.0,UK,7000000.0,2004
Residential,94,6165429.0,Australia,6000000.0,2002
Residential,93,5694308.0,USA,7000000.0,2007
Residential,96,5430822.0,UK,7000000.0,1992
Residential,113,4720371.0,USA,7000000.0,2001
Residential,192,2921738.0,India,7000000.0,2004
Residential,99,2344847.0,USA,7000000.0,2008
Residential,91,7455447.0,USA,7000000.0,2010
Residential,100,2148212.0,USA,7000000.0,1999
Residential,105,2062066.0,USA,7000000.0,2002
Residential,99,1654367.0,USA,7000000.0,2006
Residential,112,1738692.0,UK,7000000.0,2011
Residential,99,1889522.0,USA,7000000.0,2009
Residential,125,1110286.0,USA,4825000.0,2009
Residential,107,1000000.0,UK,9000000.0,1977
Residential,107,700000.0,France,50000000.0,1993
Residential,97,1768416.0,USA,7000000.0,2010
Residential,95,306715.0,USA,10000000.0,1998
Residential,106,382946.0,USA,7000000.0,2010
Residential,103,236266.0,USA,3500000.0,2002
Residential,96,196067.0,UK,7000000.0,2002
Residential,103,532988.0,USA,7000000.0,2015
Residential,108,453079.0,USA,7000000.0,2010
Residential,118,46451.0,USA,7000000.0,2010
Residential,97,233103.0,UK,7000000.0,2005
Residential,115,41400000.0,USA,6900000.0,1985
Residential,102,7993039.0,USA,6900000.0,1993
Residential,125,927107.0,Germany,15000000.0,1999
Residential,108,49526.0,USA,6800000.0,2005
Residential,101,10696.0,USA,6800000.0,2003
Residential,101,31607598.0,Canada,6900000.0,2012
Residential,139,6857096.0,Canada,6800000.0,2010
Residential,125,223878.0,Italy,5000000.0,2003
Residential,115,8060.0,Brazil,4000000.0,2007
Residential,99,84263837.0,USA,6500000.0,2014
Residential,88,110029.0,Australia,6500000.0,2009
Residential,112,57504069.0,USA,6000000.0,1991
Residential,108,54215416.0,USA,6500000.0,1987
Residential,104,31899000.0,USA,6500000.0,1980
Residential,108,24103594.0,USA,6500000.0,1993
Residential,102,16842303.0,USA,6500000.0,1999
Residential,88,13367101.0,USA,6500000.0,2006
Residential,91,10149779.0,USA,6500000.0,1999
Residential,141,6173485.0,Germany,7000000.0,2001
Residential,101,4000304.0,UK,6500000.0,2011
Residential,105,2338695.0,UK,4000000.0,2004
Residential,100,2024854.0,USA,6500000.0,2005
Residential,116,2268296.0,UK,6500000.0,2013
Residential,97,1029017.0,USA,6500000.0,2004
Residential,106,64148.0,UK,6500000.0,2000
Residential,105,66637.0,USA,6500000.0,2009
Industrial,122,871577.0,UK,4500000.0,2007
Residential,107,38400000.0,UK,6500000.0,1984
Industrial,121,4063859.0,Germany,4800000.0,2003
Residential,98,449558.0,UK,10000000.0,2009
Residential,123,2122561.0,USA,6000000.0,1995
Residential,110,181360000.0,USA,6000000.0,1978
Residential,120,137963328.0,UK,6000000.0,1986
Residential,122,119078393.0,USA,6000000.0,2004
Residential,110,102308900.0,USA,6000000.0,1969
Residential,139,102300000.0,USA,6000000.0,1964
Residential,124,54800000.0,USA,6000000.0,1980
Residential,120,24004159.0,USA,110000000.0,2004
Residential,152,43650000.0,USA,6000000.0,1961
Residential,98,39800000.0,USA,6000000.0,1980
Residential,106,27457409.0,USA,6000000.0,2001
Residential,106,25047631.0,USA,6000000.0,1999
Residential,106,23272306.0,USA,6000000.0,1995
Industrial,89,22168359.0,USA,8000000.0,1989
Residential,94,21005329.0,Germany,6000000.0,2002
Residential,109,26236603.0,USA,6000000.0,2008
Residential,144,20400000.0,USA,8000000.0,1946
Residential,90,18621249.0,USA,6000000.0,2000
Residential,106,25244700.0,UK,6000000.0,1981
Residential,121,14545844.0,USA,6500000.0,1988
Residential,89,13235267.0,USA,6000000.0,2007
Residential,104,12793213.0,USA,6000000.0,1988
Residential,99,11883495.0,UK,9000000.0,1998
Residential,98,11797927.0,USA,6000000.0,1995
Residential,121,17605861.0,UK,6000000.0,2006
Residential,96,11642254.0,USA,3000000.0,1989
Residential,99,9203192.0,USA,5000000.0,2011
Residential,42,7518876.0,UK,6000000.0,2008
Residential,122,8596914.0,USA,6000000.0,2000
Residential,101,6851636.0,USA,6000000.0,1999
Residential,102,11434867.0,USA,6000000.0,2012
Residential,84,5895238.0,USA,6000000.0,2012
Residential,104,6670712.0,USA,6000000.0,2009
Residential,96,5359774.0,Ireland,6000000.0,2011
Residential,94,4693919.0,USA,6500000.0,2008
Residential,90,4859475.0,USA,6000000.0,1999
Residential,90,4542775.0,USA,6000000.0,2009
Residential,106,3588432.0,USA,6000000.0,2014
Residential,96,4394936.0,Germany,6000000.0,1999
Residential,95,3029081.0,USA,6000000.0,2001
Residential,99,3273588.0,USA,6000000.0,1993
Residential,99,2207975.0,USA,6000000.0,2003
Residential,95,2025238.0,USA,6000000.0,2001
Residential,99,2077046.0,USA,6000000.0,2008
Residential,107,869325.0,USA,6000000.0,1991
Residential,90,399611.0,USA,6000000.0,2010
Residential,96,115862.0,USA,6000000.0,2009
Residential,97,117560.0,USA,6000000.0,2006
Residential,107,54606.0,UK,6000000.0,2001
Residential,85,36497.0,USA,6000000.0,2008
Residential,95,65804.0,USA,12000000.0,2012
Residential,111,3895664.0,France,5300000.0,2002
Residential,86,20200.0,USA,6000000.0,2014
Residential,115,31874869.0,USA,50000000.0,2002
Residential,103,542860.0,Netherlands,4000000.0,2008
Residential,111,11905519.0,Thailand,200000000.0,2005
Residential,112,32541719.0,UK,3500159.0,2002
Residential,141,3064356.0,USA,5600000.0,2002
Residential,95,7009668.0,USA,5600000.0,2006
Residential,85,27024.0,Spain,5600000.0,2009
Residential,129,159600000.0,USA,5500000.0,1973
Residential,125,58800000.0,UK,5500000.0,1981
Residential,116,50382128.0,USA,5500000.0,2005
Residential,105,35811509.0,Australia,5500000.0,1996
Residential,90,24475193.0,USA,3000000.0,2013
Residential,111,6200756.0,USA,7000000.0,2001
Residential,91,1292119.0,UK,5500000.0,2001
Residential,97,3629758.0,France,5500000.0,2004
Residential,92,6239558.0,Canada,5000000.0,2003
Residential,104,1056102.0,USA,5000000.0,2003
Residential,120,27545445.0,USA,6500000.0,1989
Residential,99,56007.0,USA,5500000.0,2001
Residential,93,611709.0,Finland,3850000.0,2011
Residential,99,22770.0,Japan,5500000.0,2013
Residential,96,27445.0,USA,9000000.0,2011
Residential,96,766487.0,USA,5250000.0,2007
Residential,100,1196752.0,Norway,30300000.0,2011
Residential,98,795126.0,Canada,6000000.0,2004
Residential,106,83574831.0,USA,5000000.0,2013
Residential,95,87025093.0,USA,4000000.0,2005
Residential,104,71897215.0,USA,15000000.0,2016
Residential,87,64267897.0,USA,5000000.0,2002
Residential,81,56536016.0,USA,4900000.0,2016
Residential,94,104007828.0,USA,5000000.0,2011
Residential,89,50820940.0,USA,5000000.0,2014
Residential,88,44793200.0,USA,4500000.0,1987
Residential,108,43771291.0,USA,5000000.0,2015
Residential,115,44456509.0,Mexico,5000000.0,2013
Residential,96,53884821.0,USA,5000000.0,2012
Residential,135,36000000.0,USA,5000000.0,1953
Residential,93,34872293.0,USA,8500000.0,1991
Residential,109,34468224.0,USA,4500000.0,2003
Residential,101,32453345.0,USA,5000000.0,2014
Residential,117,27296514.0,USA,5000000.0,2013
Residential,83,25799043.0,USA,3300000.0,2015
Industrial,113,25530884.0,USA,9000000.0,2000
Residential,104,27689474.0,USA,5000000.0,2013
Industrial,97,24138847.0,USA,5000000.0,2006
Residential,110,21994911.0,UK,5000000.0,2000
Residential,103,21501098.0,USA,5000000.0,2013
Residential,94,19281235.0,USA,5000000.0,1991
Residential,77,19421271.0,USA,5000000.0,1999
Residential,134,20733485.0,USA,5000000.0,1997
Residential,90,24809547.0,USA,5000000.0,2011
Residential,104,23031390.0,USA,4500000.0,1998
Residential,95,16017403.0,USA,5000000.0,2001
Residential,93,21197315.0,USA,5000000.0,2014
Residential,106,17382982.0,USA,5000000.0,2014
Residential,109,14821531.0,USA,6000000.0,1997
Residential,101,18656400.0,USA,5000000.0,2014
Residential,100,14343976.0,USA,5000000.0,1989
Residential,95,241437427.0,USA,5000000.0,2002
Residential,94,14123773.0,USA,5000000.0,2012
Residential,93,15126948.0,USA,5000000.0,1995
Residential,106,13622333.0,Mexico,2000000.0,2001
Residential,99,13464388.0,UK,4000000.0,2004
Residential,82,13350177.0,USA,5000000.0,2008
Residential,135,13269963.0,USA,5000000.0,1996
Residential,88,17768000.0,USA,5000000.0,1988
Residential,89,12947763.0,USA,5000000.0,1986
Residential,110,14100000.0,USA,5000000.0,1982
Residential,107,12200000.0,USA,5000000.0,1983
Residential,86,17683670.0,USA,5000000.0,2011
Residential,91,12055108.0,USA,8000000.0,2008
Residential,103,27285953.0,USA,5000000.0,2015
Residential,92,11675178.0,USA,5000000.0,2016
Residential,99,10572742.0,USA,8000000.0,2009
Residential,96,9658370.0,USA,5000000.0,2016
Residential,82,9628751.0,USA,5000000.0,2000
Residential,92,8786715.0,USA,5000000.0,2004
Residential,112,3432342.0,Canada,6000000.0,2003
Residential,90,6755271.0,USA,5000000.0,2001
Residential,150,6157157.0,USA,5000000.0,1989
Residential,91,5480318.0,USA,5000000.0,1998
Residential,95,5308707.0,USA,5000000.0,2001
Residential,97,5009677.0,UK,5000000.0,2009
Residential,41,4074023.0,UK,5000000.0,2010
Residential,112,4306697.0,Canada,5000000.0,1997
Residential,122,3950029.0,France,4000000.0,2010
Residential,110,4040588.0,USA,5000000.0,2008
Residential,108,3049135.0,New Zealand,5000000.0,1994
Residential,121,4700361.0,USA,5000000.0,2015
Residential,97,2711210.0,USA,5000000.0,2010
Residential,116,1980338.0,USA,5000000.0,1998
Residential,94,1082044.0,Spain,5000000.0,2004
Residential,103,1100000.0,USA,5000000.0,1992
Residential,112,2445646.0,USA,5000000.0,2014
Residential,91,2221809.0,USA,5000000.0,2010
Residential,98,296665.0,USA,5000000.0,2003
Residential,95,3219029.0,USA,5000000.0,2015
Residential,99,830210.0,USA,5000000.0,2014
Residential,91,1040879.0,USA,7000000.0,1996
Residential,97,326308.0,USA,5000000.0,1996
Residential,90,124720.0,USA,5000000.0,2008
Residential,90,99147.0,USA,2000000.0,1998
Residential,94,65069140.0,USA,5000000.0,2015
Residential,90,65087.0,USA,5000000.0,2007
Residential,103,16066.0,Germany,5000000.0,2004
Residential,105,37440.0,USA,5000000.0,2014
Residential,113,617228.0,Czech Republic,84450000.0,2006
Residential,99,274385.0,Germany,4000000.0,2009
Residential,148,24475416.0,USA,890000.0,1996
Residential,93,47277326.0,USA,4800000.0,2005
Residential,94,1247453.0,UK,2800000.0,2005
Residential,121,1729969.0,USA,5000000.0,2011
Residential,118,1705139.0,USA,4700000.0,1988
Residential,101,8025872.0,USA,4700000.0,1986
Residential,90,778565.0,Denmark,4800000.0,2013
Residential,100,513836.0,France,4600000.0,2010
Residential,97,434417.0,Spain,4600000.0,2007
Residential,96,81200000.0,USA,4500000.0,1984
Residential,117,52700832.0,UK,4500000.0,1994
Residential,108,13060843.0,USA,15000000.0,2002
Residential,109,3798532.0,USA,4500000.0,1996
Residential,102,3609278.0,USA,4500000.0,2000
Residential,115,1687311.0,Spain,700000000.0,1998
Residential,98,10429707.0,USA,5000000.0,2014
Residential,133,727883.0,USA,4500000.0,2001
Residential,122,713413.0,Netherlands,4500000.0,1997
Residential,106,410241.0,USA,2000000.0,2002
Residential,112,211667.0,South Korea,4200000000.0,2005
Residential,99,92191.0,UK,2500000.0,2001
Residential,110,49413.0,Hong Kong,35000000.0,2006
Residential,104,108229.0,USA,4500000.0,2009
Residential,133,112000000.0,USA,4400000.0,1975
Residential,103,8691.0,USA,4500000.0,2014
Residential,112,26345.0,UK,3000000.0,2012
Residential,101,20772796.0,New Zealand,6000000.0,2002
Residential,133,199228.0,India,150000000.0,2009
Residential,111,34964818.0,USA,150000000.0,2015
Residential,104,1487477.0,Russia,4200000.0,2004
Residential,112,62549000.0,UK,2300000.0,1992
Residential,94,105500000.0,Canada,4000000.0,1981
Residential,90,101055.0,USA,4000000.0,2009
Residential,101,44566004.0,USA,4000000.0,2003
Residential,93,39200000.0,USA,4000000.0,1977
Residential,152,36000000.0,USA,4000000.0,1952
Residential,150,65007045.0,UK,140000000.0,2014
Residential,112,31252964.0,USA,4000000.0,2001
Residential,95,131175.0,USA,8500000.0,2015
Residential,111,31968347.0,USA,3600000.0,1995
Residential,91,35385560.0,USA,4000000.0,2015
Residential,106,20803237.0,USA,3500000.0,2010
Residential,93,13008928.0,USA,4000000.0,1988
Residential,93,15152879.0,France,5000000.0,2013
Residential,165,25359200.0,USA,4000000.0,2014
Residential,96,10515579.0,UK,4000000.0,2006
Residential,119,180011740.0,USA,100000000.0,2001
Residential,93,10097096.0,USA,4000000.0,2001
Residential,82,9821335.0,USA,6000000.0,2000
Residential,101,8243880.0,USA,3200000.0,2003
Residential,81,7825820.0,USA,4000000.0,2006
Residential,107,14637490.0,USA,25000000.0,2010
Residential,105,7159147.0,Spain,3400000.0,2007
Residential,86,17314483.0,USA,4000000.0,2014
Residential,110,6525762.0,USA,4000000.0,2002
Residential,110,4301331.0,USA,4000000.0,1995
Residential,104,4046737.0,USA,4000000.0,2002
Residential,96,3713002.0,USA,8000000.0,2003
Residential,110,3468572.0,USA,4000000.0,1988
Residential,84,2892582.0,USA,4000000.0,1996
Residential,94,2800000.0,USA,4000000.0,1999
Residential,93,2426851.0,USA,4000000.0,2007
Residential,96,1325073.0,USA,4000000.0,2005
Residential,101,864959.0,UK,4000000.0,2005
Residential,102,2601847.0,USA,4000000.0,2011
Residential,87,800000.0,USA,4000000.0,1987
Residential,99,562059.0,USA,4000000.0,2002
Residential,106,399793.0,USA,4000000.0,1999
Residential,117,371897.0,USA,4000000.0,2013
Residential,99,302204.0,UK,3000000.0,1997
Residential,102,354704.0,USA,1300000.0,1987
Residential,85,265107.0,Australia,1500000.0,2000
Residential,86,185577.0,UK,4000000.0,1999
Residential,120,100412.0,Mexico,4000000.0,2013
Residential,106,58214.0,USA,9500000.0,2010
Residential,103,75078.0,USA,14000000.0,2000
Residential,93,64359.0,UK,2500000.0,1998
Residential,112,317125.0,Australia,16000000.0,2013
Residential,113,146402.0,Spain,4000000.0,2002
Residential,98,18469.0,USA,650000.0,2010
Residential,92,12836.0,USA,4000000.0,1997
Residential,106,20262.0,Brazil,4000000.0,2014
Residential,93,4063.0,Canada,4000000.0,2012
Residential,226,198655278.0,USA,3977000.0,1939
Residential,104,143653.0,UK,4000000.0,2014
Residential,152,14873.0,USA,3800000.0,1965
Residential,107,8000000.0,USA,3768785.0,1950
Residential,95,37606.0,Canada,3500000.0,2009
Residential,102,2956000.0,USA,3700000.0,1948
Residential,99,19959.0,Iceland,3800000.0,2009
Residential,109,2706659.0,UK,2000000.0,2006
Residential,113,61094903.0,UK,30000000.0,2011
Residential,91,45857453.0,UK,3500000.0,1997
Residential,88,83400000.0,USA,3500000.0,1980
Industrial,97,27900000.0,USA,3500000.0,1995
Residential,97,27900000.0,USA,3500000.0,1993
Residential,85,14000000.0,USA,3500000.0,1987
Residential,92,25138292.0,USA,3500000.0,2015
Residential,93,10305534.0,USA,3500000.0,1998
Residential,96,9449219.0,USA,3500000.0,1996
Industrial,105,6390032.0,USA,3500000.0,1998
Residential,129,20167424.0,Argentina,2000000.0,2009
Residential,37,5923044.0,USA,3600000.0,1987
Residential,81,3293258.0,USA,3000000.0,2001
Residential,106,886410.0,Mexico,3500000.0,1998
Residential,103,252652.0,Norway,19900000.0,2010
Residential,101,220234.0,USA,3500000.0,2006
Residential,102,34350553.0,USA,68000000.0,2012
Residential,98,101228.0,USA,3500000.0,2005
Residential,91,96793.0,USA,3500000.0,2004
Residential,105,123777.0,Canada,3500000.0,2016
Residential,100,29233.0,USA,3500000.0,2015
Residential,80,77413017.0,France,8000000.0,2005
Residential,107,5354039.0,USA,3500000.0,2011
Residential,92,2926565.0,USA,3000000.0,2008
Residential,107,13092000.0,USA,3300000.0,2014
Residential,135,7563397.0,Brazil,3300000.0,2002
Residential,99,104257.0,UK,2200000.0,1999
Residential,115,610968.0,Denmark,3800000.0,2012
Residential,91,8108247.0,USA,3300000.0,2006
Residential,92,7680.0,USA,2000000.0,1999
Residential,101,6517198.0,Colombia,3000000.0,2004
Residential,105,5776314.0,USA,3200000.0,2010
Residential,109,141600000.0,USA,3000000.0,1978
Residential,110,51100000.0,UK,3000000.0,1964
Residential,94,16501785.0,UK,3500000.0,1996
Residential,115,38168022.0,USA,3000000.0,2000
Residential,98,84749884.0,USA,3000000.0,2010
Residential,91,24788807.0,UK,3000000.0,1998
Industrial,120,21244913.0,Germany,4000000.0,2002
Residential,87,30000000.0,USA,2200000.0,1985
Residential,117,20966644.0,UK,3000000.0,1985
Residential,85,64423650.0,USA,3000000.0,2013
Residential,110,48056940.0,USA,3000000.0,2012
Residential,113,19184015.0,USA,3000000.0,2002
Residential,98,24629916.0,USA,3000000.0,1997
Residential,86,19472057.0,USA,3000000.0,1986
Residential,161,27200000.0,UK,3000000.0,1957
Residential,100,15369573.0,USA,3000000.0,1990
Residential,91,15935068.0,USA,2500000.0,1993
Residential,100,11694528.0,USA,3000000.0,2005
Residential,84,10017041.0,USA,3000000.0,2009
Residential,99,7059537.0,USA,3000000.0,2006
Residential,109,8114507.0,USA,3000000.0,2013
Residential,95,7888703.0,USA,3000000.0,1987
Residential,97,7282851.0,USA,3000000.0,1988
Residential,90,5844929.0,USA,3000000.0,2002
Residential,96,4170647.0,UK,1900000.0,1999
Residential,82,4142507.0,USA,3000000.0,2000
Residential,109,4109095.0,USA,3000000.0,1996
Residential,98,3902679.0,USA,3000000.0,1993
Residential,95,3559990.0,USA,3000000.0,1997
Residential,104,3287435.0,USA,4500000.0,2001
Residential,87,3071947.0,USA,3500000.0,1999
Residential,108,2961991.0,USA,3300000.0,1996
Residential,94,2912363.0,UK,3000000.0,2005
Residential,134,3000000.0,USA,3000000.0,1998
Residential,89,2223990.0,USA,3000000.0,2003
Residential,102,1821983.0,USA,3000000.0,2014
Residential,120,2181290.0,South Korea,3000000.0,2003
Residential,110,2848578.0,USA,3500000.0,2010
Residential,86,703002.0,Canada,3000000.0,2011
Residential,101,3105269.0,Mexico,3000000.0,2016
Residential,87,252726.0,USA,3000000.0,2006
Residential,87,418268.0,USA,3000000.0,2012
Residential,93,200803.0,USA,3000000.0,2012
Residential,111,33631221.0,USA,25000000.0,2014
Residential,98,95016.0,Germany,2700000.0,2004
Residential,100,73678.0,USA,3000000.0,2011
Residential,88,143000.0,USA,5000000.0,2009
Residential,97,39852.0,USA,3000000.0,1999
Residential,122,22000.0,Germany,3000000.0,2011
Residential,108,334185206.0,USA,200000000.0,2010
